uma porcaria não vale o que paguei ao efetuar a compra ainda me certifiquei que a coroa seria da cor e modelo que indicava e não foi nada parecido o atendente me garantiu que seria uma coroa com flores brancas e vermelhas e que se houvesse falta de alguma flor colocariam uma de qualidade e preço semelhante ou superior e rosas vermelhas a coroa entregue me envergonhou no velório mandaram flores de um rosa horroroso cores mortas ainda flor de qualidade péssima que não vale nunca os 250 reais pagos ligeui reclamando e mandaram uma pessoa que teve a cara de pau de colocar 10 botões de rosa vermelha no meio daquela coroa deixando o carnaval que estava pior ainda reclamei novamente e nunca obtive resposta vou exigir reembolso	Bad
eu achei o cheiro bem ruim parece perfume vagabundo	Bad
pqp é bom nao quero usar palavras com 5 letras	Bad
como que eu posso dar qualquer avaliação se o serviço de transporte de vocês é lastimável e até agora mais de 12 dias eu não recebi o produto além de constar no rastreamento que eu já recebi o sac de vocês é arcaico me informou que tem um prazo de 5 dias úteis para averiguação do que aconteceu com a transportadora e vocês ainda vem me perguntar o que eu achei dessa bosta de produto eu nem recebi esta merda mas já posso dizer que foi com certeza a compra de maior arrependimento na minha vida porque o constrangimento e frustração que a sua empresa está me causando já superou e muito a satisfação que eu poderia ter tido com a compra que deveria ser de natal mas pelo visto num vai ser é de data nenhuma porque esta merda não vai chegar nunca e eu vou ter perdido meu tempo esperando e na melhor das hipóteses com o estorno nunca vou recuperar o tempo perdido nem a raiva causada	Bad
o produto escolhido e de boa aparencia nunca é encontrado o produto adquirido não é o esperado pois poderia ser menor e um modelo maus adapto e bonito achei o sapato muito feio e só comprei porque não tive escolha	0
excelente produto a unica dois ruim eh o vidro vagabundo do relógio	Bad
feio forma muito pequena e esquesita não gostei	0
eu achei um porqueira uma merda fidida	Bad
linda esta calcinha clássica chic e sex	0
o produto e muito bom e graças a deus que nao foi vcs que fabricaram pois se depender do serviço de vcs eu to e fudido ate hoje estou esperando vcs mandarem o codigo de postagem para que possa efetua a troca do produto e nada vcs estao de parabens com a forma de trabalhar :( ¿¿¿	Bad
muito menos barulhento do que os outros de outras marcas funciona muito bem mas fiquei decepcionada com sua aparência pois na foto ele parece apresentável mas pessoalmente ele foi confeccionado com um material fosco e rústico feio mesmo	0
com toda a sinceridade não sei pois a empresa mandou um produto que não pedi e outra não resolve meu problema por este motivo estou á procurar meus direitos como um consumidor lesado	0
pelo que se paga o produto é okay mas é feio e ainda não instalei nem testei tive problemas com a schumann loja onde comprei o depurador ou melhor com a empresa transportadora eles trouxeram o meu produto com a caixa rasgada e a parte superior afundada e riscada o entregador disse que já estava assim eu quase perguntei porque eles não retornaram mas como já havia demorado muito pra receber resolvi ficar com o produto e fazer uma observação no recibo de entrega	0
muito bonita a cama meu cachorro adorou fácil de lavar	0
o aspecto de sujo deixa o produto feio	0
eu achei muito bom para minha cadela que tem alergia	0
veio com cheiro de mofo  bolor veio tamanho xg e meu cachorro é um salsichinha	0
não gostei muito a embalagem é feia	0
bom porem a rosca estava apertda	0
a pior compra que eu já fiz na vida o material dá arrepios no cachorro e o osso é pesado mesmo se o cachorro fosse morder o osso no chão o material é tão ruim que toda vez que ele lambe ele dá um pulo para trás de tanto arrepio péssima compra já fiz de tudo e o meu beagle não se interessa pelo osso voltou a morder os móveis	0
eu não consigo saber como é o produto porque vcs ainda não entregaram já liguei reclamando ficaram de entregar na quarta feira passada (depois da reclamação) e ainda nada nem sinal de vida nunca mais compro porra nenhuma com vcs e se não chegar até quarta feira dessa semana nem precisam entregar só quero meu dinheiro de volta	Bad
eu só esperava que viesse mais embalado dentro de uma caixinha veio dentro de um saquinho feio mas tudo bem	0
uma merda esse pedido não chegou até hoje estou esperando e nada a connect parts não fala nada	Bad
a peça é feia e ocupa muito espaço na mesa	0
malha feia manga apertada não parece aleatory	0
veio com um pedaço branco bem na bunda na descrição cita que pode acontecer isso nas bordas mas a minha veio bem no meio simplesmente não dá pra usar	Bad
meu cachorro usa há muito tempo recomendo	0
não gostei do produto muito feio o som da buzina não tem nada a ver com a paquerinha que conhecemos	0
muito lindo não é cremosão com os batons da avon o que o torna uma ótima pedida pro verão nada de meleca nos labios	0
estou precisando de garantia do produto e nao consigo até agora produto uma bosta e servico de garantia pior ainda	Bad
horrível pensei q seria parecido com cromado mas o produto e feio não deu diferença no meu veiculo nunca mais	0
este é o primeiro cinto de segurança que compro para o meu cachorro achei a qualidade excelente a loja me manteve informado toda a hora sobre o andamento do meu pedido e a entrega foi rápida recomendo	0
caneca muito linda todo mundo pensa q é o meu cachorro mesmo qualidade da imagem tbm é boa	0
toda torta e feia	0
eu achei o produto ótimo dá para por perfume e o outro eu pus hidratante	0
as pernas nao abracam a polpa da nadega ficas desconfortavel deveria ser um uco mais comprida	0
eu achei perigoso meu cachorro mordeu a parte menor e saíram vários fiapos de plástico e fiquei preocupado e dei fim ao brinquedo acho que não houve cuidados neste detalhe perdi meu dinheiro	0
recebi a sinaleira traseira esquerda rachada	0
eu amei tecido maravilhoso esquenta bem e triste que nao troca porque ficou um pouco apertado porque nao tinha nocao do tamanho da minha cachorra ainda nao tinha compra vestido pra ela	0
entrega em dia produto excelente meu cachorro ama	0
segura super bem os peitos	0
se a minha cadela não destruiu é porque é excelente	0
é muito feio um pedaço de meia ninguém merece	0
se era pra ser um fantasy igual o rosa porém se roupa nova erraram feio a saída da fragrância é diferente menos doce e a fixação é péssima nem duas horas na pele parece uma eua de fraich da fragrância original não gostei	0
tenho uma cadela que é alérgica a carne bovina e de frango estou aproveitando e dando para os outros 8 eu e minha esposa somos vegetarianos agora nossos cães também	0
eu achei esse perfume maravilhoso e com certeza vou comprar outro gostaria de ganhar algumas amostrinha pois a gente se arrisca comprando no escuro o que não é o caso do sex and the city	0
péssimo estou com problema no farol de milha e ninguem resolveu meu problema já mandei um e-mail com as merda das fotos do acontecido e até agora ninguem se prontificou inves de querer solucionar fica mandando e-mail com opinão só podem estar de brincadeira quando vão trocar minha mercadoria quero uma resposta	Bad
o produto chegou rachado e ainda não consegui troca essa empresa não tem respeito com o cliente	0
meu cachorro adora ele eu ja tinha um que comprei em uma feira ano passado e ja faz um ano e ainda tem cheiro de banana e mesmo meu cachorro sendo terrivel ele nao conseguiu destruir ótimo mesmo	0
entrega rapida bom produto preço just e meu cachorro ficou uma graça	0
a manopla de câmbio com o nome descascou tudo ficou a coisa mas feia do mundo em quando as outras coisas tá até agora legal	0
muito bom só não gostei que mudou a cor da embalagem e a biqueira que possuo em casa está numa tampa de outra cor vai ficar feio	0
parece pelo de cachorro velho muito diferente dessa foto	0
quadrado demais feio pano feio não gostei de nada	0
material de má qualidade e aspecto feio	0
cheirosos kit ótimo você usa nos dias para fazer amor o sexo fica bem cheiroso	0
não tem bojo é transparente tem que comprar o tamanho exato para ter bom caimento muito lindo e sex	0
na primeira vez que precisei apontar ele quebrou a ponta recém feita o material é podre	Bad
boa noite tudo bem eu não gosto causa feio branco bonito prata volante rally	0
esse eu amei é o melhor sutiã que já tive na vida não tem aquele bendito ferrinho no bojo que sempre machuca conforme usamos a peça é extremamente confortável e macio e não deforma os peitos ele é perfeito quero um de cada cor pra usar todo dia maravilhoso obs: a forma é pequena pra quem usa número 44 o tamanho correto pra comprar desse modelo é o g	0
Vocês são uns corruptos	Bad
gostei bastante lindo confortável e sex	0
confortável bonita e muito muito sex	0
comprei achando que era um produto e na verdade é outro até hoje não sei se fui eu quem não entendi o anúncio ou ele não é muito claro o azul da luz é feio não ilumina muito e acabei dando os dois pares que comprei	0
chegou quebrado na minha casa já faz quase 2semanas e ainda não vieram trocar chegou rachado e com arranhões demais como se fosse o ultimo do estoque só posso falar mais quando a troca for efetuada e eu avaliar o estado do novo para choque sendo positivo terei o prazer de voltar aqui e dar meu ótimo	0
muito feio e grande de mais me decepcionei	0
achei muito a entrega mais po vendi mais de 2 mil pra vc e vc manda um capacito de brinde e fica mandando desconto de 20 por cente pra mim to fazendo venda pra vc pra nada ai e foda vc nem responde os imail q agente manda	0
o produto é razoável porém tem alguns problemas de ajustes e acabamento tais como o encaixe das grades de alto-falantes a montagem dos falantes e o ajuste com a montagem do trilho de alumínio que vai fixado nele também requer alguma furação extra o que foi resolvido com uma furadeira e parafusos de rosca soberba porém devo dizer que resolveu o meu problema pois as peças originais feitas de plástico duro estavam todas quebradiças o que espero que não aconteça tão cedo com as peças em questão aqui que parecem ser feitas de material um pouco diferente	0
meu cachorro estranhou um pouco no primeiro momento mas logo se adaptou e ao que me parece está gostando mais que as rações convencionais porque agora estou precisando repor a vasilha com mais frequência que antes estou 100 satisfeito com o produto	0
o alarme positron exelente mas a trava eletrica veio com defeito veio com a fiação podre tive que comprar outra trava pois o kit de travas vendido pela connect parts muito ruim má qualidade tive que retirar e jogar fora	0
o tecido é muito fino e a estampa é de péssima qualidade a blusa preta veio com a estampa feia na foto parece branca mas é gelo a amarela veio com a estampa preta mas mto ruim tmb poderiam melhorar o tecido r a estampa deixam a desejar	0
transparente total essa costura na bunda ficou horrível não cai legal no corpo parece mais calça de boate	Bad
achei o produto bom remete realmente ao coco channel madamoselli a fixação não é tão boa mais mesmo assim vale muito apena	0
linda maravilhosa estava procurando uma colcha com estampa de cachorro da raça pug a muito tempo e finalmente encontrei excelente produto	0
infelizmente minha mercadoria chegou danificada o referido farol chegou quebrado (trincado) e sinceramente me sinto lesado pela empresa	0
amingo o meu feio com defeito fale com os cara da lojas pedira uma foto do som do meu carro made as foto e to com som sei toca dvd mp3 so ta tocando o pedragem eu achou qui vou pro pronco	0
produto interessante entretanto eu achava que aquelas partes metalicas eram de inox mesmo e descobri que não na verdade é apenas pintado daquela cor além disso algumas peças para encaixar para esconder os furos dos parafusos não ficam bem deixando o produto um pouco feio pelo fato de nao ficar bem encaixado no mais é um produto confortável	0
o produto no desempenho é ótimo na reprodução de músicas é excelente e muito fácil de conectar porém no aspecto visual fica muito feio pelo fato de abrir demais as orelhas q ficam com o aspecto de orelha de abano não gostei esse aspecto para mim é muito importante porque iria usar os fones em público na academia fiquei chateado com o produto pelo valor q foi pago e não vou poder usalo por esse fator estético q poderia ser corrigido pelos fabricantes	0
achei o produto muito bom meu cachorro fica mais seguro no banco de trás caso tenha uma freada brusca alem de deixar o carro mais limpo se chove principalmente	0
recebi o relogio sem bateria achei que havia algum defeito tive que ir a uma relojoaria trocar a mesma pois a assistencia tecnica estava fechada no dia um dia depois a pulseira caiu - mau acabamento descolou próximo ao pino com a queda rachou o vidro - ai fui na assistência etrocaram a pulseira o vidro nao é coberto pela mesma e demoraria 15 dias para a troca que teria que pagar final da historia: estou usando o relogio com o vidro rachado irei trocar em outra relojoaria	0
produto atendeu minhas expectativas caralho	Bad
achei o couro feio não é brilhante como o da foto parece muito mais barato	0
olá fiz uma compra de um retrovisor fiesta 96 97 98 99 00 01 02 03 preto com controle de regulagem interna código (19871) e foi a pior compra realizada por mim pela internet até hoje não pela loja pois o preço era muito atrativo e o a compra no geral foi muito boa atendimento entrega etc mas o fabricante é quem realmente deixou a desejar o produto é extremamente ruim as hastes de encaixe são de plástico muito mas muito vagabundo e ainda por cima vem sem rosca do parafuso sendo assim tendo que fazê - la você mesmo ao instalar os retrovisores tendo a enorme possibilidade de rachar as hastes de sustentação pois como eu já disse são muito mas muito vagabundas pois bem logo após a difícil instalação com muito cuidado para não danificar os retrovisores já na instalação após um passeio com o carro já com os retrovisores instalados corretamente fui verificar se estava tudo certo e não estava pois pude verificar que os retrovisores estavam bambos e não mais firmes da forma que eu deixei após a instalação o retrovisor da diretita estava sustentado apenas pelos cabos de controle e as hastes estavam quebradas na base separadas mesmo do resto do retrovisor e o da esquerda já estava com duas hastes já quebradas e apenas uma ainda estava funcional segue fotos do retrovisor da direta pois este não teve jeito de deixar no carro pois fique com medo de perde lo na estrada o da direita ainda esta no lugar porem preso apenas com uma das hastes senhores peço que entrem em contato com o fabricante ou não vendam mais este produto para não lesarem outros consumidores e assim não prejudicar a reputação desta loja que apesar deste problema na compra deste produto horrível não tenho até hoje do que reclamar desta loja o produto realmente é muito ruim e praticamente impossível de ser usado espero que algo possa ser feito pelo meu caso estou me sentido lesado por esta compra fico no aguardo	Bad
perfeito a parte da frente podia ser so mais um pouco maior se não tomar cuidado mostra os peitos	0
levemente quente e sexual pode ser usado de dia perfeitamente comprei para minha esposa ela gostou muito e eu também	0
o modelo é feio e a modelagem é desproporcional além de ter sido entregue com os cordões sujos	0
sinceramente estou decepcionado com a mash realizei meu pedido paguei pela entrega expressa mas infelizmente meu pacote veio com o endereço errado o que resultou em meu pedido retorna ao remetente ou seja para quem precisava dos produtos dentro de um prazo até hoje não recebi meu produto que foi reenviado nem um pedido de desculpas recebi pra compensar o descontentamento com a loja me senti lesado	0
meu cachorro prefere o maior ela enrola para comer o de frango prefere o de carne com frango	0
a minha cachorra é alimentada com barf e por isso o comedouro acaba não funcionando tão bem quanto com ração o legal é que ele adere bem ao chão e é su[er leve e prático de limpar	0
eu gostei do produto porém um parafuso não entra na rosca da moto	0
me deixou muito sex realça meus dotes de macho e homossexual muito confortável e comprarei mais tona o homem classudo e desejado	Bad
cachorra adorou comeu logo mas não durou muito	0
boa qualidade cor como a da foto ombros ficam parcialmente expostos (alça do sutiã aparece) o que não é feio ou ruim mas isso não está claro na foto	0
a capa é bem resistente e oferece ótima proteção mas com menos de uma semana de uso elá já está aranhada atrás bem no centro da parte traseira utilizo por vezes o celular sobre a mesa de trabalho onde faço digitações etc o celular não fica nivelado e balança de um lado para o outro fazendo barulho e dificultando a digitação o arranhado é exatamente no centro de gravidade do celular e por isso ele joga de uma lado para o outro o fabricante teria que verificar como nivelar a capa e como oferecer melhor proteção para os arranhões com certeza terei que substituir a capa num futuro próximo pois esta está ficando feia	0
eu achei esta ração muito boa e minha cadela come super bem aliás ela devora	0
péssima qualidade assim como a loja toda q me pareceu uma loja c&a ou marisa muito feia perdeu o estilo de antigamente atendimento deixou a desejar também que pena	0
o produto é divulgado como cristal mas é um vidro de alto brilho existem emendas no vaso o que deixa a aparência do mesmo feia	0
não recebi o produto estou me sentindo lesado quero respostas urgentes	0
a capa de retrovisor do lado direito nao encaixa certo e fica muito aparente a falha a do lado esquerdo nao cobre totalmente o retrovisor ficando muito feio a grade tem um pessimo acabamento cromado na verdade esse kit deixou muito a desejar pelo preço que paguei merecia um produto de mais qualidade	0
produto de ótima qualidade bem menor que meu antigo capacete da mesma marca é muito mais leve o único detalhe que peça feio e a quantidade de estágios para fechar a viseira somente 2 isso é péssimo em dia de chuva	0
péssimo muito feio o acabamento da peça não fica certo no capô por de tratar de peça para adaptação foi muito mal projetada não vem com pontos de fixação sufientes	0
achar biscoitos que não dão alergia na minha cachorra é dificil mas esse ela adorou e funcionou	0
porque é sex e confortavél	0
eu achei maravilhoso também resultado de salão hidrata muito meu cabelo ele estava feio seco pós química agora ele se transformou em outro cabelo está com vida agora sem contar nos elogios que estou ganhando eu sempre indico ele	0
bonito porém achei muito grande a parte da bunda não fica igual na foto	Bad
em termos de utilidade nada a reclamar mas o material da confecção do mesmo tem um odor muiiiiito desagradável ( ou seja fedido mesmo) estou colocando no sol para ver se sai o cheiro(fedor) senão sair irei devolver o produto dentro dos meus direitos de consumidora inclusive guardei a embalagem	0
sim é de ótima qualidade e aceitação pela minha cadela	0
meu cachorro também gostou muito destes biscoitos	0
veio danificado quebrado o simbolo da chevolet nao eh bem acabado volante muito mole feio mal feito mal acabado	0
bom só o acabamento de plástico do mastro venho amassado e rachado	0
excelente qualidade material de primera protege muito bem e essa é a original mesmo o botão não é perfeito acho que do neo hybrid é melhor mas é muito bom e a capinha é muito foda protege pra caralho e apesar de ser muito cara vale a pena recomendo 100	Bad
eu acho que o meu perfume foi o patinho feio do lote já que a maioria das pessoas está elogiando o produto comprei pq não tinha o ck one no site e me arrependi achei o aroma fraco e a fixação zero não recomendo para quem quer um perfume que dure o dia todo no corpo	0
não gostei pelo fato de ter duas cores isso a deixa muito feia a sugestão que dou é que tirem a côr chumbo e deixem apenas a marrom	0
a cor é péssima eu adoro esse modelo é lindo e confortável mas o fato de não poder escolher a cor é péssimo e de tantas cores lindas me mandaram o rosa com preto a cor mais feia queria o vermelho	0
sem palavras quanto a qualidade uma merda decepcionado nem vou instalar pra nao denegrir a imagem da mnha picp-up	Bad
ótima ração minha cachorra adorou	0
produto muito bom meu cachorro adora	0
o ferro ao lado dobra e fica feio	0
não comi mas dá vontade cheirinho de bolacha de chocolate minha cachorra ama só come desse	0
maravilhoso perfeito super indico para quem gosta de perfume marcante sexual sem ser forte	0
mto fragil e feio não aparenta ser feito de madrepérola	0
foda o produto encaixou perfeitamente	0
eu achei o produto uma bosta não possui controle presença não serve na verdade pra nada tira essa bosta do mercado queremos segurança	Bad
acabamento pobre a fita jugular não tem nem acabamento na ponta apenas queimam para não desfiar espuma	0
na 4ª vez que utilizei a coleira no meu cachorro a mesma estragou estou muito insatisfeita com esse produto	0
o produto veio recuperado e não novo e isto não foi avisado e ainda não teve o encaixe correto no local fui completamente lesado estou pensando em recorrer ao procon	0
razoavel meu cachorro não gosta muito e as vezes passa mal com esse tipo de guloseima	0
eu adorei prática e fácil de instalar cumpre o que promete o material da capa poderia ser bem melhor é meio vagabundo	0
já é o terceiro pacote que meu cachorro come ele adora	0
o produto é ótimo já conhecia a fragancia a entrega e acompanhamento foi bem guiado só lamentei a embalagem (vidro) feio com uma trinca enviei foto para o atendimento e não obtive retorno no mais indico obrigada	0
produto irado pica das galáxias	Bad
linda mais fica transparente na bunda	Bad
a decepção né pedi a laranja e na foto ela parece ser bem neon me enviaram uma de cor laranja queimado feia eu não esperava isso	0
o que esperava reserva é foda	Bad
Essa atendente é uma besta	Bad
eu achei o produto feio por isso devolvir	0
prezados no video é uma leggins jeans ao vivo e a cores passa longe disso um acetinado ótimo para as piriguetes com todo respeito amo leggins pelo conforto mas sou uma senhora kkkk abçs	Bad
feio mas faz exatamente o que se propõe a fazer com perfeição	0
pessimo comprei uma capa e veio outra isso não existe vou comprar um kg de limão e vira um kg de laranja pqp site horrível e ainda os atendentes me informam que se for solicitado troca eh capaz de não vir a que eu quero rididculos não recomendo pra ninguém	Bad
o produto é ótimo mas a entrega deixou demais a desejar a expressa levou o mesmo tempo da normal nunca mais recorro à entrega expressa da shoulder me senti lesado e não tive retorno da empresa apesar de reclamar pelo serviço de atendimento eletrônico	0
as lanternas vieram em cores diferentes nem mandei de volta pois nao quero dor de cabeça pois mimha compra demorou muito a chegar e ainda veio errado estou se sentindo lesado	0
um dos frisos veio com a pintura fraca o instalador instalou e não olhou ficou feio	0
bom produto apenas estava com uma tampa rachada de plástico que não influencia na performace que foi consertado com cola	0
a coleira é muito boa seu cachorro fica cheiroso o tempo todo além de não ter carrapatos eu recomendo	0
o produto é ótimo chegou dentro da data prevista de entrega rola bem de um lado para o outro e confortável	0
fica feio não gostei	0
muito bom só não dou nota 5 porque tema bunda pequena mais em relação ao tamanho está ótimo	0
este produto tbm feio certo e é muito bom tbm indico ele	0
achei um pouco feia no corpo	0
achei bom porem não sei se é por causa da minha bunda que é um pouquinho grande mais achei um pouco transparente	0
bom os eslasticos da camiseta soltam muita tinta e manchou a camiseta inteira e depois a etiqueta q ela tem embaixo fica desfiando e fica muito feio	0
não gostei muito da malha parece tecido vagabundo polos da mesma marca que comprei no ano passado tinham o tecido diferente de qualidade melhos	Bad
muito ruim mal acabado machuca o pé e feio	0
é o brinquedo que minha cachorra mais gosta	0
eu achei o produto muito feia larga nos ombros e justa na cintura só não devolvi por falta de tempo: não usei não sei o que vou fazer	0
é mais feio que no site e o material bem sintético	0
serviço péssimo comprei esse produto e não recebi essa empresa não tem nenhum comprometimento entrei em contato com a gollog onde só tem desonesto e eles me disseram que minha carga tinha sido extraviada que era pra ligar pra connectparts pra eles enviarem um outro produto certamente pra eles roubarem de novo eu não compro nunca mas nessa loja e vou fazer de tudo pra manxar a imagens dele vou procurar celso russumano da patrulha do consumidor e vou acabar com essa imagem dele ainda tem a cara de pau de enviar um e mail perguntando sobre a qualidade do produto me polpe viu	Bad
tecido muito bom porém erraram feio na medida eu uso m e pedi m pra não ter perigo de ficar apertado e recebi um quase pp em casa a etiqueta estava correta tamanho m mas o produto não super apertado normalmente m fica sobrando para mim	0
muito bom mas o manual de instalação e a chave de fenda poderiam ser melhores machuca muito a mão instalar couro muito quente principalmente nesses últimos dias	0
a roupa é linda a estampa e as cores são ótimas e tecido de boa qualidade no entanto o fechamento dela é por botões de pressão (na parte de baixo) e minha cachorra no primeiro dia de uso mordeu os botões e já retirou da roupa inclusive fiquei preocupada se ela não engoliu algum deles mandei numa costureira para fazer o fechamento por linha mesmo este é o único porém da peça	0
eu não gostei da bermuda o material não é bom não vale o preço que foi pago nem aqui nem na china inclusive pegou levemente na porta e foi o bastante para abrir um furo estou decepcionado com o site não pretendo comprar mais nada com vocês uma bermuda de quase 300 reais e nessas qualidades com esse material vagabundo nunca mais nem recomendo a ninguém o site	Bad
então eu ganhei desconto na coroa porque a coroa que pedi foi a da foto porém as que vcs entregaram não tem nada a ver foi totalmente diferente faltou flores rosas e etc deixou muito a desejar eu escolhi a mais bonita e foi entregue a mais feia	0
bonito e divertido fácil de limpar vem com anti-derrapante em baixo o que evita que o comedouro deslize enquanto o cachorro come porém a cor interna do produto veio em azul ao invés do beje	0
muito bom realmente deixa o cachorro livre das pulgas e carrapatos	0
bom dia eu comprei como branco e veio um branco meio bege claro o produto e ótimo a cor e feia	0
meu produto veio com a tampa rachada	0
blusa horrorosa tecido feio a cor horrorosa e quando chegou não achei que era a mesma da foto	0
Atendente pau no cu	Bad
tenho os lábios grossos e carnudos sou morena de pele clara o batom simplesmente me deixou bizarra não pensei que fosse tão horrorosa essa cor a cor fica um rosa branquicento na minha pele e acentua as linhas de expressão simplesmente não é usável tentei com outro batom por baixo e não consegui muito feio mesmo infelizmente a cor em mim fica feia a cor é horrorosa não é um rosa bonito não vale o quanto custa	0
o aparelho é muito bom não tenho o reclamar completamente diferente do jfa que é uma merda	Bad
eu achei q a costura do fundo esta muito para cima quase no meio da bunda o que gera um desconforto muito grande comprei duas e as duas são da mesma forma não curti isso mas o tecido e cores ok top	0
parafuso não serve na top 08 rosca diferente mas de boa qualidade usarei para outros fins	0
mesmo sendo branco nao ha transparencia e o bogo nao deixa o maio feio mesmo sendo tomara que caia	0
fiz dois contatos o 1º foi mto mal o atendente anotou meus dados e disse que retornaria em seguida não me recordo o nome (valmir se não me engano mas não tenho certeza sei que era do sexo masculino) passou 1h e não houve retorno este atendimento avalio como nota 1 péssimo então retornei a ligação e fui atendida pela cinthia cujo atendimento avalio com nota 3 bom pois solicitei uma data de vencimento (05/05/2014) e o boleto veio com outra data retornei o contato e foi alterado sem problemas	0
essa bolsa que eu recebi como brinde é um verdadeiro desastre veio toda descascando sem o puxador no fecho e com um cheiro horrível eu me pergunto como é que a época cosméticos tem a cara de pau de anunciar um brinde e enviar uma coisa velha e imprestável no lugar e ainda dizem que não é possível trocar pois o brinde não gera nota fiscal decepção total com essa loja	0
meu cachorro ficou bem menos agitado depois de todo dia eu dar uns biscoitos dentro da bolinha macaquinho	0
eu achei esse produto muito eficaz para o tratamento do meu cachorro	0
ruim veio toda podre	0
ótimo produto para o meu cachorro	0
eu gostei muito mas não segura cachorro bravo grande ele pode derrubar a cerca	0
comprei tapete para ranger 97 cabine simples e não serve pedi á troca e não consegui pois alegam que não tem me oferecerão outro tipo aceitei e até agora nada acho que estou sendo lesado por vocês	0
muito bom essa avaliação com 5 palavras é uma bosta	Bad
poderia ter um encaixe mais prático do que o de rosca pois na hora de colocar e tirar do birro fica um pouco mais complicado mas fora isso é show de bola bom produto '	0
não gostei do produto pois veio errado e eu fiquei um mês tentando fazer a troca e toda vez que eu mandava um email ele voltava como se eu estivesse bloqueada ou seja fiquei um mês e meio sem caro até eu conseguir comprar em outro lugar e pintar vão se fuder e eu nunca mais vou comprar nada de vocês	Bad
essa veio com um furinho bem na bunda tive que dar uns pontinhos para usar	0
a cor é linda mas o batom é muito seco craquela e fica feio na boca por este motivo	0
feio modelo pequeno não gostei	0
maravilhoso só a embalagem que faz uma meleca se não tomar cuidado	0
material de ótima qualidade super bem feito a primeira roupinha que minha cachorra aceita sem tentar tirar adorei	0
não gostei errei feio vou passar pra alguenm	0
interna vagabunda o óculos escuros que fica por baixo da viseira vibra e bate contra a viseira depois de 45km/h só da pra usar com ele abaixado o q a noite é impossível tento falar com marquinhomotos com br para solicitar troca ou garatia e não consigo a vibração é tão grande que vc sai da moto com o ouvido zunindo não comprem	Bad
