45	o produto é muito bom e meu cachorro se diverte com ele mas se ele se empolga muito a bolinha acaba abrindo	0	0:99.99%  //  Bad:0.01%
46	levando-se em consideração o custo/benefício é uma ótima cadeira é bastante confortável tem ajudado bastante nas minhas dores nas costas dá para notar que não vai durar muito pois a espuma é muito final alguns detalhes são mal acabados e uma das peças (aquela que protege o pistão) veio rachada porém pelo preço é uma ótima opção só não a indico para pessoas grandes demais a entrega foi muito rápida fiquei satisfeita com a staples compraria novamente	0	0:100.0%  //  Bad:0.0%
47	não é como parece parece ser um tecido grosso mais não é e um tnt com um tecido fino muito mole não fica direito no sofá e pega pelo sim de cachorro as costas sai do lugar toda hora que alguém senta me arrependi esse conjunto vale r$ uns 40 00 no máximo	0	0:99.99%  //  Bad:0.01%
48	o meu cachorro continua puxando certamente menos com esse coleira mas ela afrouxa toda vez e no final do passeio acaba ficando desajustada	0	0:100.0%  //  Bad:0.0%
49	a cor é muito feia faz muita sujeira e mancha não recomendo	0	0:99.93%  //  Bad:0.07%
50	primeiramente dos dois macacos adquiridos: um chegou com o óleo todo vazado sujando toda a caixa que os transportava imediatamente liguei para a empresa p reclamar ficaram de enviar por email um requerimento para a reclamação o q ainda não recebi enquanto q o outro macaco na primeira viagem aconteceu o mesmo vazou todo o óleo e pior: sujou todo o porta mala do veículo e ainda não está funcionando precisamos devolvê-los e apreciaria q os srs enviassem um macaco que funcione ainda que eu pague a diferença	0	0:98.63%  //  Bad:1.37%
51	o produdo achei ruin nao funcionou pois feio com defeito e estou a tres semanas tentando resolver esse problema e ninguem me atente corretamente assim como o alarme que comprei junto que também veio com problemas na hora de resolver o problema do cliente péssimo atendimento	0	0:97.59%  //  Bad:2.41%
52	o produto é excelente mas a forma que foi embalado foi ruim o produto chegou com uma gosma entre o plastico e o recipiente do desodorante tive que lavar o produto com bucha para tirar esta gosma	0	0:99.94%  //  Bad:0.06%
53	uso a marca mash a mais de 20 anos nunca troquei por outra adoro o modelo slip algodão com abertura mesmo quando não encontrava o produto costurava as minhas cuecas velhas para usar minha esposa ficava doida mas sou fiel a marca fazer o que o produto me agrada muito	0	0:99.96%  //  Bad:0.04%
54	botão universal é muito feio	0	0:83.05%  //  Bad:16.95%
55	o produto mostrou-se bastante frágil e mal acabado quebrou em menos de 2 semanas e machucou a cara do meu cachorro mesmo sendo de médio/grande porte fiquei mto decepcionada	0	0:100.0%  //  Bad:0.0%
56	modelo feio não serve para pessoas acima do peso mal cortado	0	0:98.59%  //  Bad:1.41%
57	meu cachorro adorou rsrs	0	0:99.96%  //  Bad:0.04%
58	o creme parece otimo não irrita e não meleca para minha pele mista foi bom mas se vc tem pele oleosa já não vai se dar bem	0	0:99.99%  //  Bad:0.01%
59	meu cachorro adora	0	0:99.96%  //  Bad:0.04%
60	não gostei o fecho da guia abre e o cachorro consegue fugir	0	0:99.95%  //  Bad:0.05%
61	não gostei feia demais	0	0:98.61%  //  Bad:1.39%
62	muito bom principalmente o forno eletrico so achei pessimo o acabamento de metal apos o vidro fica feio ate fechar a tampa imagina com o passar do tempo	0	0:99.87%  //  Bad:0.13%
63	não gostei do produto me mandaram 2 pares e era um par não tem regulagem e está todo torto no carro me senti lesado	0	0:98.34%  //  Bad:1.66%
64	o produto é ótimo o único tapete higiênico q minha cachorra não come e despedaça inteiro pela casa a entrega foi super rápida	0	0:100.0%  //  Bad:0.0%
65	um bom produto bastante confortável porém com um acabamento feio e mal feito os grampos visíveis tiram toda a elegância do design e dão um aspecto desleixado à cadeira realmente não é bom o acabamento	0	0:100.0%  //  Bad:0.0%
66	o produto é de boa qualidade e corresponde ao que consta no site no entanto o gancho tem um corte estranho o que deixa feio no corpo	0	0:99.58%  //  Bad:0.42%
67	agradável mas é um brinde desnecessário considerando que sou do sexo feminino o produto é muito bom eu senti falta de um amortecimento nas mãos porque o meu cachorro é bastante peralta e puxa muito e isto causa um desconforto na palma da mão	0	0:100.0%  //  Bad:0.0%
68	veio com uma rosca espanada não é o parafuso a rosca onde se coloca o parafuso entre o encosto e o assento acabou ficando sem pois infelizmente o trabalho que dá pra trocar é preferível aceitar dessa forma cadeira parece ser excelente se não fosse esse problema achei que tinham controle de qualidade :(	0	0:100.0%  //  Bad:0.0%
69	me decepcionou varias pessoas disseram que o produto era sequinho uma ova povo que disse isso não sabe o que é pele oleosa só pode impossivel usar sem um pó por cima pra tirar a meleca que fica um produto caro e parece óleo de cozinha produtos como esse existem no mercado nacional por menos da metade do preço	0	0:99.61%  //  Bad:0.39%
70	eu não gostei mto não que ela seja feia mas achei as bolas mto grandes	0	0:99.59%  //  Bad:0.41%
71	feia	0	0:98.04%  //  Bad:1.96%
72	estava com dificuldade em encontrar uma ração que meu cachorro gostasse das outras comia só um pouquinho dessa está comendo bem sinal que gostou	0	0:100.0%  //  Bad:0.0%
73	meu cachorro adorou	0	0:99.96%  //  Bad:0.04%
74	cachorro adorou	0	0:99.96%  //  Bad:0.04%
75	ótima escada mas pequena para meu cachorro	0	0:99.98%  //  Bad:0.02%
76	meu cachorro adorou essa racao	0	0:99.99%  //  Bad:0.01%
77	pelas imagens do produto no anuncio e pela voltagem de 8500k pensei que ficaria legal no carro mas a lampada continuo amarelada ficou feio	0	0:99.62%  //  Bad:0.38%
78	adorei muito bom já é a segunda minha cachorra ama essa bolsa pq ela tem um apito ela mesmo apeta para fazer o barulho	0	0:99.96%  //  Bad:0.04%
79	eu pensei que era original da fiat que veio um volante com um adesivo para colar foi uma farsa me lesado	0	0:99.81%  //  Bad:0.19%
80	algumas estavam machucadas e um pouco podre por dentro	0	0:99.57%  //  Bad:0.43%
81	aqui foi meu problema era visível que o foi devolvido por outro cliente ou foi mau estocado peça bem feia mesmo o protetor parecia que foi até usado e pior pedi capacidade de 1/3 mandaram de um 1/4	0	0:99.98%  //  Bad:0.02%
82	melhor decisão que tive ao comprar essa ração minha cachorra mudou em varios aspectos para melhor como: pelagem fezes disposição etc	0	0:100.0%  //  Bad:0.0%
83	achei a coleira horrível não ajusta ao peitoral do cachorro e o fecho abre o tempo todo apesar de ter uma trava de segurança senti insegurança o cachorro pode se soltar a qualquer momento meu pastor alemão ficou mais solto e muito mais agressivo depois dessa coleira continua puxando e latindo para as pessoas utilizei anteriormente uma coleira de cabresto e funcionou resolvi variar e foi uma péssima ideia coleira não cumpre o prometido o meu cachorro retroagiu	0	0:100.0%  //  Bad:0.0%
84	achei o feio mto alto as minhas filhas tem que equina mto so falta cai tenho medo fora isso tudo tranquilo	0	0:91.85%  //  Bad:8.15%
85	comprei este produto para a minha cadela de 15 meses da raça dobermann já no conhecimento da coleira (sobretudo na famosidade com o educador canino cesar millan) fiz a escolha conforme medidas no entanto creio que teria sido melhor se tivesse pego a de comprimento um pouco maior 'gg/g' (das duas que fiquei em dúvida) já que durante o passeio fica evidenciado uma leve desproporção contudo não tive problemas em controlá-la em passeios e situações variadas eu esperava que fosse um pouquinho mais resistente o que não aparenta ser muito -dependendo de quem vá guiar esse meu animalzinho forte	0	0:100.0%  //  Bad:0.0%
86	muito bom embalagem feia mas o perfume é bom tem uma boa fixação	0	0:99.96%  //  Bad:0.04%
87	essa bomboniere de perto é muito feia	0	0:97.7%  //  Bad:2.3%
88	só uso este produto eficiente para pulgas carrapatos e meu cachorro come sem reclamar do sabor este é verdadeiramente palatavel	0	0:99.97%  //  Bad:0.03%
89	eu achei o produto pica pra carai	0	0:61.01%  //  Bad:38.99%
90	porque fui mordida pelo meu cachorro na boca em janeiro dia 25 deste ano e a cirurgiã plástica que me acompanha disse para eu usar protetor solar fator 70 e por cima uma base como proteção além do tratamento com massagens e pomada logo procurei na internet e vi a proposta da dermablend mas antes usava uma da mac comprei a cor 25 em bh porém a cor ficou um pouco escura como gostei muito da cobertura e a pele fica linda e atualmente a cicatriz que era grande está muito pequena e já quase imperceptível porém continuo o tratamento mesmo não precisando camuflar a cor e a textura da cicatriz como antes decidí continuar usando a base que é show maravilhosa então resolvi comprar a 15 com vocês para misturar e assim clarear meio tom para ficar um tonzinho só acima da minha pele que é como gosto estou muito satisfeita e minha pele é mista e deu super certo	0	0:100.0%  //  Bad:0.0%
91	e um pouco ruim eu achei meio feio	0	0:96.36%  //  Bad:3.64%
92	a coroa era bonita mas parece que foi feita com flor velha as 4 horas depois da compra tinha um tipo de flor que estava murcha nao durou nada e foi a coroa mais feia do velorio	0	0:98.16%  //  Bad:1.84%
93	adorei o produto o bojo é molinho não fica com aquele formato feio	0	0:90.37%  //  Bad:9.63%
94	muito feio costura na cava do hombro como se estivesse no avesso	0	0:80.15%  //  Bad:19.85%
95	a cor é muito feia não gostei faz muita sujeira e fica manchado não recomendo	0	0:99.93%  //  Bad:0.07%
96	chicote de fios curto tive que estender esse chicote para conseguir chegar na outra porta os botões são um pouco feio e a função de trava só acende mais não serve para nada fora isso a maquina de vidro é boa e silenciosa	0	0:98.96%  //  Bad:1.04%
97	produto de pessima qualidade o suporte que sustenta o estrado madeira podre	0	0:52.73%  //  Bad:47.27%
98	produto de péssima qualidade não carrega nem 1/3 da bateria me sinto lesado	0	0:98.55%  //  Bad:1.45%
99	dos perfumes de celebridade que conheço esse conseguiu transferir a sensualidade da cantora para o frasco esse perfume é muito gostoso quente envolvente maduro mulher sexual forte noturno super recomendo tem uma pimenta açucarada que é tudo de bom	0	0:99.98%  //  Bad:0.02%
100	estou ainda no inicio da utilização dos produtos mas já posso perceber uma melhora substancial tanto no meu desempenho sexual com ereções mais prolongadas e aumento da libido	0	0:95.97%  //  Bad:4.03%
101	uma delícia e dura bastante o cheiro no cachorro	0	0:99.99%  //  Bad:0.01%
102	não tem bom caimento na parte da frente fica toda empapuçada fica feia no corpo enviei para a shoulder para fazer a troca e até agora não tive retorno	0	0:99.97%  //  Bad:0.03%
103	o modelo que recebi não é compatível com o meu veículo hillux srv 2010 enviei fotos do meu veículo e não tive retorno nenhum por parte da empresa me senti lesado neste item	0	0:99.71%  //  Bad:0.29%
104	não vou voltar a comprar ele é bom sela bem a cutícula mas é um pouco gosmento a textura e o cheiro são meio creme dental	0	0:97.42%  //  Bad:2.58%
105	o produto deve ser bom porém eu paguei e não recebi o produto estou sendo lesado pela empresa connect parts já faz mês que efetuei a compra e nada já me decidi q irei cancelar a compra ate o fim desta semana caso não tenha recebido retorno de vocês	0	0:99.53%  //  Bad:0.47%
106	meu cachorro gostou muito mesmo	0	0:99.97%  //  Bad:0.03%
107	péssima na imagem parece ser bonita grande é resistente mas na verdade tem o aspecto feio pequena me arrependi se isso for g a p então deve dar pra colocar uma chave só	0	0:100.0%  //  Bad:0.0%
108	o cachorro realmente se assusta e pára de fazer o que estava fazendo to gostabdo ateh o momento	0	0:99.94%  //  Bad:0.06%
109	muito bom mais a rosca poderia ser preto como toda apesar	0	0:99.1%  //  Bad:0.9%
110	possui conexão com entrada de rosca boa encaixe ok	0	0:96.49%  //  Bad:3.51%
111	ótimo foi uma aquisição que nos faz repensar nossos conceitos sobre o sexo	0	0:99.22%  //  Bad:0.78%
112	por enquanto o produto está ótimo a instalação não apresentou nenhum vazamento a rosca encaixou corretamente	0	0:94.19%  //  Bad:5.81%
113	meu cachorro amou ótimo custo-benefício	0	0:99.93%  //  Bad:0.07%
114	pessimo feio horrivel nao gostei	0	0:90.13%  //  Bad:9.87%
115	nao tem um bom caimento no corpo nas pernas fica bom mas na cintura fica muito feia mesmo amarrando o cordao ficou largo nao gostei	0	0:99.98%  //  Bad:0.02%
116	meu cachorro é destruidor então achei o brinquedo bem resistente valeu a pena	0	0:99.99%  //  Bad:0.01%
117	meu cachorro adorou	0	0:99.96%  //  Bad:0.04%
118	muito bom mas se o cachorro fizer proximo a borda escorre toda a urina para o chão	0	0:99.69%  //  Bad:0.31%
119	grande apesar do peso do meu cachorro estar dentro do indicsdo	0	0:99.96%  //  Bad:0.04%
120	o produto não atendeu a necessidade do meu cachorro um pastor alemão de 7 meses com menos de uma semana de uso ela conseguiu abrir a bola e o objetivo que era de deixar o cachorro distraído não funcionou	0	0:100.0%  //  Bad:0.0%
121	meu cachorro amou com certeza vou comprar outras vezes	0	0:99.81%  //  Bad:0.19%
122	meu cachorro adorou	0	0:99.96%  //  Bad:0.04%
123	já faço uso dessa ração para o meu cachorro há alguns meses mas nunca tinha comprado o pacote de 15 kg apenas os de 2 kg e 12 kg esses vêm embalados um a um ao passo que o de 15 kg vem a granel gostei mais dos pacotes com menos quantidade apesar de custarem mais por kg	0	0:53.86%  //  Bad:46.14%
